,id_stat,name_stat,type_stat,region,provinsi,kabupaten,lintang_derajat,bujur_derajat,ketinggian_mdpl,soil,exposure,land_use,time_zone
195,16720202a,Gunung Gare,Pos Hujan Kerjasama,Region II,Sumatera Selatan,Kota Pagar Alam,-4.04128,103.2068,718,,,,
196,16720101h,AAWS Petani,aws,Region II,Sumatera Selatan,Kota Pagar Alam,-3.44058,104.23219,0,,,,
197,16730101a,Lubuk Linggau Timur 1,Pos Hujan Kerjasama,Region II,Sumatera Selatan,Kota Lubuk Linggau,-3.28364,102.8926,0,,,,
198,16730102a,Lubuk Linggau Timur 2,Pos Hujan Kerjasama,Region II,Sumatera Selatan,Kota Lubuk Linggau,-3.27328,102.9202,0,,,,
199,16730201a,Kayu Ara,Pos Hujan Kerjasama,Region II,Sumatera Selatan,Kota Lubuk Linggau,-3.31729,102.83033,168,,,,
200,16730103b,ARG Lubuk Linggau,aws,Region II,Sumatera Selatan,Kota Lubuk Linggau,-3.27092,102.91337,0,,,,
201,16740101a,Prabumulih 1,Pos Hujan Kerjasama,Region II,Sumatera Selatan,Kota Prabumulih,-3.44058,104.2322,67,,,,
202,16740201a,Prabumulih 2,Pos Hujan Kerjasama,Region II,Sumatera Selatan,Kota Prabumulih,-3.43036,104.2508,25,,,,
203,16740202a,Gunung Ibul,Pos Hujan Kerjasama,Region II,Sumatera Selatan,Kota Prabumulih,-3.40319,104.2636,0,,,,
204,16740401a,Rambang  Kapak Tengah,Pos Hujan Kerjasama,Region II,Sumatera Selatan,Kota Prabumulih,-3.51788,104.1816,0,,,,
205,16740301g,AWS MES Prabumulih,aws,Region II,Sumatera Selatan,Kota Prabumulih,-3.3743,104.2866,50,,,,+07:00
206,17010501g,AAWS Manna (AWS+),aws,Region II,Bengkulu,Kab. Bengkulu Selatan,-4.44611,102.9294,0,,,,
207,17010101a,Kedurang,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Selatan,-4.4602,103.08,123,,,,
208,17010201a,Seginim,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Selatan,-4.4549,103.0061,34,,,,
209,17010301a,Batu Bandung,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Selatan,-4.36048,102.95577,131,,,,
210,17010401a,Agrisinal,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Selatan,-4.43142,102.9597,50,,,,
211,17010601a,Selali,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Selatan,-4.3629,102.8198,25,,,,
212,17010701a,Sulau,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Selatan,-4.54117,103.07064,44,,,,
213,17010801a,Air Nipis,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Selatan,-4.40944,103.0581,77,,,,
214,17010901a,Ulu Manna,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Selatan,-4.26888,102.9811,171,,,,
215,17011001a,Bunga Mas,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Selatan,-4.50297,102.9753,34,,,,
216,17011002b,ARG Bunga Mas,aws,Region II,Bengkulu,Kab. Bengkulu Selatan,-4.50322,103.05583,0,,,,
217,17010102b,ARG Sulau,aws,Region II,Bengkulu,Kab. Bengkulu Selatan,-4.54947,103.15288,0,,,,
218,17022402b,ARG Rejang Lebong,aws,Region II,Bengkulu,Kab. Rejang Lebong,-3.37831,102.484,0,,,,
219,17020701a,Padang Ulak Tanding,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Rejang Lebong,-3.3788,102.79769,262,,,,
220,17020801a,Mojorejo,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Rejang Lebong,-3.43463,102.6433,1198,,,,
221,17021001a,Air Pikat,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Rejang Lebong,-3.43111,102.4558,897,,,,
222,17021002a,Pt.Agro Tes Bukit Daun,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Rejang Lebong,-3.38543,102.4361,1007,,,,
223,17021101a,Curup,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Rejang Lebong,-3.48959,102.52664,640,,,,
224,17021102a,Bukit Kaba,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Rejang Lebong,-3.4907,102.63912,1313,,,,
225,17021901a,Curup,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Rejang Lebong,-3.47339,102.52239,631,,,,
226,17021902a,Ph Stiper Curup,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Rejang Lebong,-3.48322,102.5189,640,,,,
227,17022201a,Bengko,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Rejang Lebong,-3.54336,102.68917,1132,,,,
228,17022402a,Pal VIII,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Rejang Lebong,-3.37869,102.4761,986,,,,
229,17021103b,ARG Bukit Kaba,aws,Region II,Bengkulu,Kab. Rejang Lebong,-3.4859,102.6526,0,,,,
230,17030101a,Banjar Sari,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-5.3201,102.1542,17,,,,
231,17030102a,Kayu Apu,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-5.3201,102.1542,17,,,,
232,17030103a,Malakoni,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-5.3356,102.2992,21,,,,
233,17030701a,Argamakmur,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.39683,102.22202,202,,,,
234,17030704a,Kemumu,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.43194,102.2708,376,,,,
235,17030801a,Giri Mulyo,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.25068,102.08137,278,,,,
236,17030901a,Kuro Tidur,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.29586,102.10944,239,,,,
237,17031001a,Jagobayo/Lais,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.52186,102.0758,29,,,,
238,17031101a,Ratu Samban,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.50289,102.27028,167,,,,
239,17031201a,Pt Julang Oce Permana,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.30389,101.9906,119,,,,
240,17031301a,Gembong Raya,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.17694,101.9697,149,,,,
241,17031401a,Karang Pulau,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.25742,101.73071,76,,,,
242,17031403c,Ph Air Muring,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.19047,101.70492,85,,,,
243,17031404a,Cipto Mulyo/Putri Hijau,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.1728,101.69407,60,,,,
244,17031501a,Air Besi,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.52644,102.16267,71,,,,
245,17031601a,Air Napal,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.60206,102.15048,25,,,,
246,17031602a,Sawitindo,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.41919,102.1489,19,,,,
247,17031901a,Batu Roto,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.46743,102.32166,480,,,,
248,17031902b,ARG BatuRoto,aws,Region II,Bengkulu,Kab. Bengkulu Utara,-3.44527,102.29916,0,,,,
249,17030903b,ARG Kuro tidur,aws,Region II,Bengkulu,Kab. Bengkulu Utara,-3.36808,102.08405,0,,,,
250,17030701h,AAWS Argamakmur,aws,Region II,Bengkulu,Kab. Bengkulu Utara,-3.43778,102.19972,0,,,,
251,17040101a,Kinal,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kaur,-4.63056,103.2851,70,,,,
252,17040501a,Kaur,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kaur,-4.7655,103.35,50,,,,
253,17040601a,Kanpel Linau,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kaur,-4.84273,103.41561,23,,,,
254,17040701a,Muara Nasal,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kaur,-4.86778,103.5097,24,,,,
255,17040801a,Tanjung Harapan,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kaur,-4.63951,103.22,54,,,,
256,17040901a,Tanjung Ganti,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kaur,-4.78926,103.41758,32,,,,
257,17041001a,Luas,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kaur,-4.6647,103.3194,95,,,,
258,17041101a,Muara Sahung,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kaur,-4.53694,103.3672,240,,,,
259,17041201a,Muara Tetap,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kaur,-4.76162,103.32304,15,,,,
260,17041501a,Padang Guci Hulu,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kaur,-4.4875,103.2622,267,,,,
261,17040502b,ARG Kaur,aws,Region II,Bengkulu,Kab. Kaur,-4.45558,103.35,0,,,,
262,17050101a,Sukaraja,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Seluma,-3.91808,102.41581,36,,,,
263,17050201a,Talang Dantuk,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Seluma,-3.93861,102.5489,27,,,,
264,17050301a,Masmambang,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Seluma,-4.1695,102.70269,35,,,,
265,17050501a,Kembang Mumpo,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Seluma,-4.30982,102.75727,13,,,,
266,17050601a,Air Periukan,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Seluma,-4.01853,102.4236,84,,,,
267,17051101a,Rimbo Kedui,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Seluma,-4.1101,102.53779,17,,,,
268,17050202g,AWS Tais Seluma,aws,Region II,Bengkulu,Kab. Seluma,-4.08383,102.55347,0,,,,
269,17060101a,Lubuk Pinang,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Muko Muko,-2.43053,101.14148,21,,,,
270,17060201a,Ujung Padang,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Muko Muko,-2.5297,101.13182,20,,,,
271,17060401a,Pondok Suguh,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Muko Muko,-2.75406,101.51085,245,,,,
272,17060501a,Medan Jaya,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Muko Muko,-2.9854,101.4864,21,,,,
273,17060701a,Air Rami,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Muko Muko,-2.89556,101.5561,0,,,,
274,17060801a,Pasar Bantal,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Muko Muko,-2.75231,101.33917,9,,,,
275,17061001a,Penarik /Teras Terunjam,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Muko Muko,-2.5845,101.40712,132,,,,
276,17061301a,Air Manjunto,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Muko Muko,-2.5087,101.16705,24,,,,
277,17061302b,ARG Airmajunto,aws,Region II,Bengkulu,Kab. Muko Muko,-2.5103,101.191,0,,,,
278,11120202b,ARG Tangan-Tangan Aceh,aws,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Barat Daya,3.6907,96.9,0,,,,
279,11120101a,Blang Pidie,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Barat Daya,3.76628,96.8492,13,,,,
280,11120201a,Tangan-Tangan,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Barat Daya,3.68763,96.97652,0,,,,
281,11120301a,Manggeng,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Barat Daya,3.62,96.93,0,,,,
282,11120401a,Susoh,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Barat Daya,3.73,96.83,0,,,,
283,11120501a,Kuala Batee,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Barat Daya,3.59,97.0,0,,,,
284,11120601a,Babah Rot,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Barat Daya,3.95,96.67,0,,,,
285,11120901a,Lembah Sabil,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Barat Daya,3.62793,96.94773,23,,,,
286,17070101a,Muara Aman/Tunggang,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Lebong,-3.11651,102.19799,337,,,,
287,17070301a,Simelo Atas,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Lebong,-3.169,102.2547,463,,,,
288,17070401a,Tes,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Lebong,-3.22678,102.34537,580,,,,
289,17070501a,Rimbo Pengadang,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Lebong,-3.33889,102.4381,940,,,,
290,17070601a,Tapos,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Lebong,-3.23559,102.4258,668,,,,
291,17070701a,Bungin,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Lebong,-3.15273,102.15,392,,,,
292,17070801a,Sukabumi,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Lebong,-3.179,102.24572,451,,,,
293,17070901a,Gunung Alam,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Lebong,-3.30806,102.1689,936,,,,
294,17071101a,Lemeu,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Lebong,-3.09894,102.2178,344,,,,
295,17071201a,Pinang Pelapis,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Lebong,-3.0006,102.1592,669,,,,
296,17070101h,AAWS Muara Aman/Tunggang,aws,Region II,Bengkulu,Kab. Lebong,-3.09678,102.19164,0,,,,
297,96257,Stasiun Geofisika Kepahiyang,UPT,Region II,Bengkulu,Kab. Kepahiang,-3.55,102.589,517,,,,+07:00
298,17080101a,Keban Agung,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kepahiang,-3.66999,102.69721,510,,,,
299,17080201a,Ujan Mas,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kepahiang,-3.53545,102.52328,620,,,,
300,17080202a,Plta Musi,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kepahiang,-3.5588,102.5261,626,,,,
301,17080301a,Tebat Karai,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kepahiang,-3.6705,102.6486,518,,,,
302,17080601a,Kabawetan,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kepahiang,-3.58051,102.59864,931,,,,
303,17080701a,Seberang Musi,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kepahiang,-3.7019,102.6192,532,,,,
304,17080801a,Muara Kemumu,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kepahiang,-3.6502,102.7344,584,,,,
305,17080602b,ARG Kabawetan,aws,Region II,Bengkulu,Kab. Kepahiang,-3.6038,102.5941,0,,,,
306,17090101a,Karang Tinggi,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Tengah,-4.06848,102.2528,84,,,,
307,17090201a,Jaya Karta,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Tengah,-3.80188,102.3831,39,,,,
308,17090301a,Talang Pauh,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Tengah,-3.68585,102.29261,49,,,,
309,17090501a,Pagar Jati,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Tengah,-3.6361,102.4022,136,,,,
310,17090601a,Anak Dalam,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Tengah,-3.6872,102.4442,49,,,,
311,17090603a,Taba Penanjung,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Tengah,-3.71257,102.47863,77,,,,
312,96253,Stasiun Meteorologi Fatmawati Soekarno,UPT,Region II,Bengkulu,Kota Bengkulu,-3.8582,102.3367,24,,,,+07:00
313,96255,Stasiun Klimatologi Bengkulu,UPT,Region II,Bengkulu,Kota Bengkulu,-3.8652,102.3119,12,,,,+07:00
314,17710201a,Padang Harapan,Pos Hujan Kerjasama,Region II,Bengkulu,Kota Bengkulu,-3.81896,102.28799,17,,,,
315,17710401a,Muara Bangka Hulu,Pos Hujan Kerjasama,Region II,Bengkulu,Kota Bengkulu,-3.76772,102.28966,10,,,,
316,17710402a,Unib,Pos Hujan Kerjasama,Region II,Bengkulu,Kota Bengkulu,-3.77932,102.27659,6,,,,
317,17710501a,Pulau Baai,Pos Hujan Kerjasama,Region II,Bengkulu,Kota Bengkulu,-3.86528,102.5428,9,,,,
318,17710801a,Tanjung Agung,Pos Hujan Kerjasama,Region II,Bengkulu,Kota Bengkulu,-3.78507,102.27846,7,,,,
319,17710502g,AWS Staklim Bengkulu,aws,Region II,Bengkulu,Kota Bengkulu,-3.86485,102.31213,0,,,,
320,17710403g,AWS MES Bengkulu,aws,Region II,Bengkulu,Kota Bengkulu,-3.7559,102.2744,25,,,,+07:00
321,17710101g,AWS STR Stamet Bengkulu,aws,Region II,Bengkulu,Kota Bengkulu,-3.8583,102.3364,15,,,,+07:00
322,96295,Stasiun Meteorologi Radin Inten II,UPT,Region II,Lampung,Kab. Lampung Selatan,-5.16,105.11,85,,,,+07:00
323,18012101g,AWS Bakauheni,aws,Region II,Lampung,Kab. Lampung Selatan,-5.86929,105.755,0,,,,
324,18010406g,AWS Stamet Branti,aws,Region II,Lampung,Kab. Lampung Selatan,-5.24253,105.17571,0,,,,
325,18010501b,ARG Bergen,aws,Region II,Lampung,Kab. Lampung Selatan,-5.51484,105.55618,0,,,,
326,18010401a,Candimas,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.16,105.11,0,,,,
327,18010402a,Wonosari,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.13,105.15,0,,,,
328,18010403a,Sumber Sari,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.13,105.14,0,,,,
329,18010404a,Suka Damai,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.13,105.16,0,,,,
330,18010405a,Negara Ratu,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.31319,105.18129,0,,,,
331,18010407a,Rejosari 1,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.26944,105.1381,0,,,,
332,18010408a,Rejosari 2,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.29481,105.14759,95,,,,
333,18010409a,Rejosari 3,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.26944,105.1381,0,,,,
334,18010410a,Rejosari 4,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.26944,105.1381,0,,,,
335,18010411a,Rejosari 5,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.26944,105.1381,0,,,,
336,18010501a,Negeria,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.37984,105.38375,0,,,,
337,18010502a,Kertosari,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.33438,105.47054,0,,,,
338,18010503a,Way Rilau,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.43228,105.248,0,,,,
339,18010601a,Way urang,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.72333,105.59306,0,,,,
340,18010602a,Lubuk Kamal,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.4,105.4,0,,,,
341,18010701a,Way Galih,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.16,105.16806,0,,,,
342,18010702a,Sidodadi,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.59528,105.51889,0,,,,
343,18010703a,Sukamarga,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.62999,105.50951,0,,,,
344,18010705a,Bakti Rasa,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.61889,105.72278,0,,,,
345,18010801a,Padasuka,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.32,105.28,0,,,,
346,18010901a,Pasuruan,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.74758,105.67904,96,,,,
347,18011001a,Margajasa 1,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.46,105.35,0,,,,
348,18011301a,Fajar Baru,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.35028,105.26778,0,,,,
349,18011302a,Purwotani,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.2643,105.43631,42,,,,
350,18011303a,Afdeling III,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.29575,105.33583,0,,,,
351,18011304a,Trikora,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.29575,105.33583,0,,,,
352,18011305a,Sabah Balau,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.37805,105.33089,0,,,,
353,18011401a,Ketapang,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.74639,105.78278,0,,,,
354,18011402a,Pematang Pasir,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.36,105.33,0,,,,
355,18011701a,Titi Wangi,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.53806,105.58528,0,,,,
356,18011801a,Panca Tunggal,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.45606,105.45861,0,,,,
357,18012301a,Banu Siri,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.32,105.32,0,,,,
358,18011502b,ARG Sragi,aws,Region II,Lampung,Kab. Lampung Selatan,-5.63485,105.7448,0,,,,
359,18010604b,ARG Kalianda,aws,Region II,Lampung,Kab. Lampung Selatan,-5.71181,105.58375,0,,,,
360,18010704h,AAWS Sidomulyo,aws,Region II,Lampung,Kab. Lampung Selatan,-5.57738,105.47728,0,,,,
361,18021902g,AWS Selagai lingga,aws,Region II,Lampung,Kab. Lampung Tengah,-5.1012,104.68037,0,,,,
362,18020201a,Tanjung Jaya,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-5.09043,105.08516,0,,,,
363,18020301a,Bandar Sari,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-5.08238,104.96387,80,,,,
364,18020302a,Kuripan,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-5.03765,104.98233,840,,,,
365,18020601a,Sido Rahayu,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-5.02,105.17,0,,,,
366,18020801a,Rejo Basuki,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-4.94388,105.33106,0,,,,
367,18021001a,Setia Bakti,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-4.81885,105.49835,24,,,,
368,18021101a,Fajar Mataram,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-4.85435,105.30686,0,,,,
369,18021102a,Wirata Agung,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-4.77301,105.35415,0,,,,
370,18021201a,Gaya Baru,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-4.67617,105.66604,30,,,,
371,18021301a,Gunung Batin,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-4.65046,105.20518,21,,,,
372,18021401a,Bulu Sari,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-5.02,105.12,0,,,,
373,18021501a,Bekri,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-5.09489,105.13467,48,,,,
374,18021701a,Tanjung Ratu,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-5.15,105.11,0,,,,
375,18021901a,Segala minder,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-4.98236,105.31817,0,,,,
376,18022101a,Bumi Aji,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-4.96421,105.04694,62,,,,
377,18022201a,Sendang Agung,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-5.19955,104.88629,114,,,,
378,18022301a,Kota Gajah,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-4.98236,105.31817,0,,,,
379,18022401a,Bumi Nabung,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-4.68569,105.54583,30,,,,
380,18020702b,ARG Terbanggi,aws,Region II,Lampung,Kab. Lampung Tengah,-4.79582,105.13243,0,,,,
381,18021502b,ARG PTPN VII Unit Bekri,aws,Region II,Lampung,Kab. Lampung Tengah,-5.07187,105.1347,0,,,,
382,18020401b,ARG BP3K Gunung Sugih,aws,Region II,Lampung,Kab. Lampung Tengah,-4.98287,105.2025,0,,,,
383,18021302g,AWS MES Lampung Tengah,aws,Region II,Lampung,Kab. Lampung Tengah,-4.8739,104.62043,0,,,,+07:00
384,18022302h,AAWS Seputih Raman,aws,Region II,Lampung,Kab. Lampung Tengah,-4.88094,105.37222,0,,,,
385,96297,Stasiun Geofisika Kota Bumi,UPT,Region II,Lampung,Kab. Lampung Utara,-4.83631,104.87,60,52.0,22.0,21.0,+07:00
386,18030603g,AWS Cahaya Negeri Abung Barat,aws,Region II,Lampung,Kab. Lampung Utara,-4.84853,104.66467,0,,,,
387,18031302f,ARG SMPK Abung Sebuli,aws,Region II,Lampung,Kab. Lampung Utara,-4.79435,105.0099,0,,,,
388,18030101a,Bukit Kemuning,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.95141,104.54241,0,,,,
389,18030201a,Kelapa Tujuh,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.84421,104.90994,0,,,,
390,18030202a,Kelapa Tujuh,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.94222,104.79917,0,,,,
391,18030203a,Kotabumi,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.85583,104.90194,0,,,,
392,18030301a,Prokimal,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.8131,104.87506,0,,,,
393,18030302a,Ketapang,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.63666,104.79498,40,,,,
394,18030401a,Srimenanti,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.98835,104.63511,0,,,,
395,18030501a,Sidomukti,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.75736,105.01103,39,,,,
396,18030601a,Cahya Negeri,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.84819,104.66485,0,,,,
397,18030602a,Ogan Lima,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.87,104.7,126,,,,
398,18030701a,Abung Jaya,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.79422,105.04076,41,,,,
399,18030801a,Kota Negara,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.6065,104.79277,45,,,,
