id_stat,name_stat,type_stat,region,provinsi,kabupaten,lintang_derajat,bujur_derajat
17022402b,ARG Rejang Lebong,aws,Region II,Bengkulu,Kab. Rejang Lebong,-3.37831,102.484
17020701a,Padang Ulak Tanding,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Rejang Lebong,-3.3788,102.79769
17020801a,Mojorejo,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Rejang Lebong,-3.4346300000000003,102.6433
17021001a,Air Pikat,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Rejang Lebong,-3.43111,102.4558
17021002a,Pt.Agro Tes Bukit Daun,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Rejang Lebong,-3.3854300000000004,102.4361
17021101a,Curup,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Rejang Lebong,-3.48959,102.52664
17021102a,Bukit Kaba,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Rejang Lebong,-3.4907,102.63911999999999
17021901a,Curup,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Rejang Lebong,-3.47339,102.52239
17021902a,Ph Stiper Curup,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Rejang Lebong,-3.4832199999999998,102.5189
17022201a,Bengko,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Rejang Lebong,-3.54336,102.68916999999999
17022402a,Pal VIII,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Rejang Lebong,-3.37869,102.4761
17021103b,ARG Bukit Kaba,aws,Region II,Bengkulu,Kab. Rejang Lebong,-3.4859,102.6526
17030101a,Banjar Sari,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-5.3201,102.1542
17030102a,Kayu Apu,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-5.3201,102.1542
17030103a,Malakoni,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-5.3356,102.2992
17030701a,Argamakmur,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.3968300000000005,102.22202
17030704a,Kemumu,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.43194,102.2708
17030801a,Giri Mulyo,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.25068,102.08136999999999
17030901a,Kuro Tidur,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.29586,102.10944
17031001a,Jagobayo/Lais,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.5218599999999998,102.0758
17031101a,Ratu Samban,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.5028900000000003,102.27028
17031201a,Pt Julang Oce Permana,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.30389,101.9906
17031301a,Gembong Raya,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.17694,101.9697
17031401a,Karang Pulau,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.25742,101.73071
17031403c,Ph Air Muring,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.19047,101.70492
17031404a,Cipto Mulyo/Putri Hijau,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.1728,101.69407
17031501a,Air Besi,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.52644,102.16266999999999
17031601a,Air Napal,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.60206,102.15048
17031602a,Sawitindo,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.41919,102.1489
17031901a,Batu Roto,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Utara,-3.4674300000000002,102.32166
17031902b,ARG BatuRoto,aws,Region II,Bengkulu,Kab. Bengkulu Utara,-3.44527,102.29916
17030903b,ARG Kuro tidur,aws,Region II,Bengkulu,Kab. Bengkulu Utara,-3.3680800000000004,102.08405
17030701h,AAWS Argamakmur,aws,Region II,Bengkulu,Kab. Bengkulu Utara,-3.4377800000000005,102.19972
17040101a,Kinal,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kaur,-4.63056,103.2851
17040501a,Kaur,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kaur,-4.7655,103.35
17040601a,Kanpel Linau,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kaur,-4.84273,103.41561
17040701a,Muara Nasal,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kaur,-4.867780000000001,103.5097
17040801a,Tanjung Harapan,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kaur,-4.63951,103.22
17040901a,Tanjung Ganti,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kaur,-4.78926,103.41758
17041001a,Luas,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kaur,-4.6647,103.3194
17041101a,Muara Sahung,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kaur,-4.53694,103.3672
17041201a,Muara Tetap,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kaur,-4.76162,103.32304
17041501a,Padang Guci Hulu,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kaur,-4.4875,103.2622
17040502b,ARG Kaur,aws,Region II,Bengkulu,Kab. Kaur,-4.45558,103.35
17050101a,Sukaraja,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Seluma,-3.9180800000000002,102.41581
17050201a,Talang Dantuk,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Seluma,-3.9386099999999997,102.5489
17050301a,Masmambang,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Seluma,-4.1695,102.70269
17050501a,Kembang Mumpo,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Seluma,-4.309819999999999,102.75726999999999
17050601a,Air Periukan,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Seluma,-4.01853,102.4236
17051101a,Rimbo Kedui,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Seluma,-4.1101,102.53779
17050202g,AWS Tais Seluma,aws,Region II,Bengkulu,Kab. Seluma,-4.08383,102.55346999999999
17060101a,Lubuk Pinang,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Muko Muko,-2.43053,101.14148
17060201a,Ujung Padang,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Muko Muko,-2.5297,101.13181999999999
17060401a,Pondok Suguh,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Muko Muko,-2.75406,101.51085
17060501a,Medan Jaya,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Muko Muko,-2.9854,101.4864
17060701a,Air Rami,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Muko Muko,-2.8955599999999997,101.5561
17060801a,Pasar Bantal,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Muko Muko,-2.75231,101.33917
17061001a,Penarik /Teras Terunjam,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Muko Muko,-2.5845,101.40711999999999
17061301a,Air Manjunto,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Muko Muko,-2.5087,101.16705
17061302b,ARG Airmajunto,aws,Region II,Bengkulu,Kab. Muko Muko,-2.5103,101.191
11120202b,ARG Tangan-Tangan Aceh,aws,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Barat Daya,3.6907,96.9
11120101a,Blang Pidie,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Barat Daya,3.76628,96.8492
11120201a,Tangan-Tangan,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Barat Daya,3.6876300000000004,96.97652
11120301a,Manggeng,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Barat Daya,3.62,96.93
11120401a,Susoh,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Barat Daya,3.73,96.83
11120501a,Kuala Batee,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Barat Daya,3.59,97.0
11120601a,Babah Rot,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Barat Daya,3.95,96.67
11120901a,Lembah Sabil,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Barat Daya,3.62793,96.94773
17070101a,Muara Aman/Tunggang,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Lebong,-3.11651,102.19799
17070301a,Simelo Atas,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Lebong,-3.1689999999999996,102.2547
17070401a,Tes,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Lebong,-3.2267799999999998,102.34536999999999
17070501a,Rimbo Pengadang,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Lebong,-3.33889,102.4381
17070601a,Tapos,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Lebong,-3.23559,102.4258
17070701a,Bungin,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Lebong,-3.15273,102.15
17070801a,Sukabumi,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Lebong,-3.179,102.24571999999999
17070901a,Gunung Alam,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Lebong,-3.30806,102.1689
17071101a,Lemeu,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Lebong,-3.0989400000000002,102.2178
17071201a,Pinang Pelapis,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Lebong,-3.0006,102.1592
17070101h,AAWS Muara Aman/Tunggang,aws,Region II,Bengkulu,Kab. Lebong,-3.09678,102.19164
96257,Stasiun Geofisika Kepahiyang,UPT,Region II,Bengkulu,Kab. Kepahiang,-3.55,102.589
17080101a,Keban Agung,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kepahiang,-3.6699900000000003,102.69721
17080201a,Ujan Mas,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kepahiang,-3.53545,102.52328
17080202a,Plta Musi,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kepahiang,-3.5588,102.5261
17080301a,Tebat Karai,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kepahiang,-3.6705,102.6486
17080601a,Kabawetan,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kepahiang,-3.58051,102.59864
17080701a,Seberang Musi,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kepahiang,-3.7019,102.6192
17080801a,Muara Kemumu,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Kepahiang,-3.6502,102.7344
17080602b,ARG Kabawetan,aws,Region II,Bengkulu,Kab. Kepahiang,-3.6038,102.5941
17090101a,Karang Tinggi,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Tengah,-4.06848,102.2528
17090201a,Jaya Karta,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Tengah,-3.80188,102.3831
17090301a,Talang Pauh,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Tengah,-3.68585,102.29261
17090501a,Pagar Jati,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Tengah,-3.6361,102.4022
17090601a,Anak Dalam,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Tengah,-3.6872,102.4442
17090603a,Taba Penanjung,Pos Hujan Kerjasama,Region II,Bengkulu,Kab. Bengkulu Tengah,-3.71257,102.47863000000001
96253,Stasiun Meteorologi Fatmawati Soekarno,UPT,Region II,Bengkulu,Kota Bengkulu,-3.8582,102.3367
96255,Stasiun Klimatologi Bengkulu,UPT,Region II,Bengkulu,Kota Bengkulu,-3.8652,102.3119
17710201a,Padang Harapan,Pos Hujan Kerjasama,Region II,Bengkulu,Kota Bengkulu,-3.8189599999999997,102.28799000000001
17710401a,Muara Bangka Hulu,Pos Hujan Kerjasama,Region II,Bengkulu,Kota Bengkulu,-3.7677199999999997,102.28966
17710402a,Unib,Pos Hujan Kerjasama,Region II,Bengkulu,Kota Bengkulu,-3.77932,102.27659
17710501a,Pulau Baai,Pos Hujan Kerjasama,Region II,Bengkulu,Kota Bengkulu,-3.8652800000000003,102.5428
17710801a,Tanjung Agung,Pos Hujan Kerjasama,Region II,Bengkulu,Kota Bengkulu,-3.7850699999999997,102.27846
17710502g,AWS Staklim Bengkulu,aws,Region II,Bengkulu,Kota Bengkulu,-3.86485,102.31213000000001
17710403g,AWS MES Bengkulu,aws,Region II,Bengkulu,Kota Bengkulu,-3.7559,102.2744
17710101g,AWS STR Stamet Bengkulu,aws,Region II,Bengkulu,Kota Bengkulu,-3.8583,102.3364
96295,Stasiun Meteorologi Radin Inten II,UPT,Region II,Lampung,Kab. Lampung Selatan,-5.16,105.11
18012101g,AWS Bakauheni,aws,Region II,Lampung,Kab. Lampung Selatan,-5.86929,105.755
18010406g,AWS Stamet Branti,aws,Region II,Lampung,Kab. Lampung Selatan,-5.24253,105.17571000000001
18010501b,ARG Bergen,aws,Region II,Lampung,Kab. Lampung Selatan,-5.51484,105.55618
18010401a,Candimas,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.16,105.11
18010402a,Wonosari,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.13,105.15
18010403a,Sumber Sari,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.13,105.14
18010404a,Suka Damai,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.13,105.16
18010405a,Negara Ratu,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.3131900000000005,105.18128999999999
18010407a,Rejosari 1,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.26944,105.1381
18010408a,Rejosari 2,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.29481,105.14759
18010409a,Rejosari 3,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.26944,105.1381
18010410a,Rejosari 4,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.26944,105.1381
18010411a,Rejosari 5,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.26944,105.1381
18010501a,Negeria,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.37984,105.38375
18010502a,Kertosari,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.33438,105.47053999999999
18010503a,Way Rilau,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.43228,105.24799999999999
18010601a,Way urang,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.723330000000001,105.59306000000001
18010602a,Lubuk Kamal,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.4,105.4
18010701a,Way Galih,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.16,105.16806000000001
18010702a,Sidodadi,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.595280000000001,105.51888999999998
18010703a,Sukamarga,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.62999,105.50951
18010705a,Bakti Rasa,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.61889,105.72278
18010801a,Padasuka,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.32,105.28
18010901a,Pasuruan,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.74758,105.67903999999999
18011001a,Margajasa 1,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.46,105.35
18011301a,Fajar Baru,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.350280000000001,105.26778
18011302a,Purwotani,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.2643,105.43631
18011303a,Afdeling III,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.29575,105.33583
18011304a,Trikora,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.29575,105.33583
18011305a,Sabah Balau,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.37805,105.33089
18011401a,Ketapang,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.74639,105.78278
18011402a,Pematang Pasir,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.36,105.33
18011701a,Titi Wangi,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.53806,105.58528000000001
18011801a,Panca Tunggal,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.45606,105.45861000000001
18012301a,Banu Siri,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Selatan,-5.32,105.32
18011502b,ARG Sragi,aws,Region II,Lampung,Kab. Lampung Selatan,-5.63485,105.7448
18010604b,ARG Kalianda,aws,Region II,Lampung,Kab. Lampung Selatan,-5.71181,105.58375
18010704h,AAWS Sidomulyo,aws,Region II,Lampung,Kab. Lampung Selatan,-5.577380000000001,105.47728000000001
18021902g,AWS Selagai lingga,aws,Region II,Lampung,Kab. Lampung Tengah,-5.1012,104.68037
18020201a,Tanjung Jaya,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-5.0904300000000005,105.08516000000002
18020301a,Bandar Sari,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-5.082380000000001,104.96387
18020302a,Kuripan,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-5.03765,104.98233
18020601a,Sido Rahayu,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-5.02,105.17
18020801a,Rejo Basuki,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-4.94388,105.33106000000001
18021001a,Setia Bakti,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-4.81885,105.49835
18021101a,Fajar Mataram,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-4.85435,105.30686000000001
18021102a,Wirata Agung,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-4.77301,105.35415
18021201a,Gaya Baru,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-4.67617,105.66604
18021301a,Gunung Batin,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-4.65046,105.20518
18021401a,Bulu Sari,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-5.02,105.12
18021501a,Bekri,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-5.09489,105.13467
18021701a,Tanjung Ratu,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-5.15,105.11
18021901a,Segala minder,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-4.98236,105.31817
18022101a,Bumi Aji,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-4.96421,105.04693999999999
18022201a,Sendang Agung,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-5.19955,104.88628999999999
18022301a,Kota Gajah,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-4.98236,105.31817
18022401a,Bumi Nabung,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Tengah,-4.68569,105.54583000000001
18020702b,ARG Terbanggi,aws,Region II,Lampung,Kab. Lampung Tengah,-4.79582,105.13243
18021502b,ARG PTPN VII Unit Bekri,aws,Region II,Lampung,Kab. Lampung Tengah,-5.07187,105.1347
18020401b,ARG BP3K Gunung Sugih,aws,Region II,Lampung,Kab. Lampung Tengah,-4.98287,105.2025
18021302g,AWS MES Lampung Tengah,aws,Region II,Lampung,Kab. Lampung Tengah,-4.8739,104.62043
18022302h,AAWS Seputih Raman,aws,Region II,Lampung,Kab. Lampung Tengah,-4.88094,105.37222
96297,Stasiun Geofisika Kota Bumi,UPT,Region II,Lampung,Kab. Lampung Utara,-4.83631,104.87
18030603g,AWS Cahaya Negeri Abung Barat,aws,Region II,Lampung,Kab. Lampung Utara,-4.84853,104.66467
18031302f,ARG SMPK Abung Sebuli,aws,Region II,Lampung,Kab. Lampung Utara,-4.79435,105.0099
18030101a,Bukit Kemuning,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.95141,104.54241
18030201a,Kelapa Tujuh,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.8442099999999995,104.90993999999999
18030202a,Kelapa Tujuh,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.94222,104.79916999999999
18030203a,Kotabumi,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.85583,104.90194
18030301a,Prokimal,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.8131,104.87506
18030302a,Ketapang,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.63666,104.79498000000001
18030401a,Srimenanti,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.98835,104.63511
18030501a,Sidomukti,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.75736,105.01103
18030601a,Cahya Negeri,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.84819,104.66485
18030602a,Ogan Lima,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.87,104.7
18030701a,Abung Jaya,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.79422,105.04076
18030801a,Kota Negara,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.6065,104.79276999999999
18030802a,Negara Ratu,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.62787,104.73477
18031001a,Tanjung Senang,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.88278,104.89667
18031101a,Gunung Besar,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.88517,104.76791
18031201a,Sukamarga,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.83281,104.62985
18031301a,Semuli Jaya,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.83556,104.98943999999999
18031303a,Semuli Raya,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.803030000000001,105.02591000000001
18031401a,Tata Karya,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.71,105.02111000000001
18031501a,Karang Sari,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.57062,104.9589
18031601a,Pasar Minggu,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.58259,104.86856999999999
18031602a,Bunga Mayang,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.81901,104.86891000000001
18031701a,Hulu Sungkai,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.79747,104.75109
18031801a,Sungkai Tengah,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.72032,104.69384000000001
18031901a,Abung Pekurun,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-5.01708,104.74154
18032001a,Sungkai Jaya,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.8011099999999995,104.80111
18032101a,Sungkai Barat,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.816669999999999,104.67361
18032201a,Abung Kunang,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.8871199999999995,104.80471999999999
18032301a,Blambangan Pagar,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Utara,-4.9172199999999995,104.99111
18031002b,ARG Kelapa Tujuh,aws,Region II,Lampung,Kab. Lampung Utara,-4.8467400000000005,104.91056
18031603b,ARG BP3K Bunga Mayang,aws,Region II,Lampung,Kab. Lampung Utara,-4.5984300000000005,104.8577
18042401g,AWS Krui,aws,Region II,Lampung,Kab. Lampung Barat,-5.12924,103.93021
18040702g,AWS Way Tenong,aws,Region II,Lampung,Kab. Lampung Barat,-5.03691,104.35598
18040401g,AWS Liwa Lampung Barat,aws,Region II,Lampung,Kab. Lampung Barat,-5.09094,104.18289
18040404b,ARG Balik Bukit,aws,Region II,Lampung,Kab. Lampung Barat,-5.115,104.29225
18040101a,Krui Pasar,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Barat,-5.1725699999999994,103.95105
18040102a,Penyandingan,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Barat,-5.61744,104.36041999999999
18040103a,Biha,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Barat,-5.26601,104.04556
18040201a,Krui Pasar,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Barat,-5.1841099999999996,103.94046
18040301a,Pugugak,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Barat,-4.9878599999999995,103.74457
18040401a,Balik Bukit,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Barat,-5.1,104.3
18040402a,Sukau,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Barat,-4.932919999999999,104.02968
18040501a,Pura Jaya,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Barat,-5.04418,104.52920999999999
18040502a,Way Petai,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Barat,-5.41,104.36
18040601a,Kenali,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Barat,-4.93487,104.20877
18040602a,Belalau,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Barat,-4.98349,104.18918000000001
18040701a,Karang Agung,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Barat,-5.01694,104.22833
18040801a,Sekincau,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Barat,-5.02,104.23
18040901a,Suoh,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Barat,-5.2889800000000005,104.36256999999999
18041001a,Sukabumi,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Barat,-5.0889,104.16592
18041101a,Sukau,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Barat,-4.9261099999999995,104.02583
18041301a,Lemong,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Barat,-4.92692,103.69429000000001
18041401a,Parda Suka,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Barat,-5.17,104.17
18042201a,Lombok,Pos Hujan Kerjasama,Region II,Lampung,Kab. Lampung Barat,-4.94629,103.93174
18050203b,ARG Menggala,aws,Region II,Lampung,Kab. Tulang Bawang,-4.81139,105.28334
18050202a,Kampung Tuha,Pos Hujan Kerjasama,Region II,Lampung,Kab. Tulang Bawang,-4.55167,105.22306
